LAKE CODE (MIDAS),LAKE NAME,TOWN(S),SCIENTIFIC NAME,COMMON NAME
2710,Telos Lake (Round Pond),"T5 R11 WELS, T6 R11 WELS",Notropis heterolepis,Blacknose shiner
2710,Telos Lake (Round Pond),"T5 R11 WELS, T6 R11 WELS",Osmerus mordax,Rainbow smelt
2710,Telos Lake (Round Pond),"T5 R11 WELS, T6 R11 WELS",Phoxinus eos,Northern redbelly dace
2710,Telos Lake (Round Pond),"T5 R11 WELS, T6 R11 WELS",Phoxinus neogaeus,Finescale dace
2710,Telos Lake (Round Pond),"T5 R11 WELS, T6 R11 WELS",Prosopium cylindraceum,Round whitefish
2710,Telos Lake (Round Pond),"T5 R11 WELS, T6 R11 WELS",Rhinichthys atratulus,Blacknose dace
2710,Telos Lake (Round Pond),"T5 R11 WELS, T6 R11 WELS",Salvelinus fontinalis,Brook trout
2710,Telos Lake (Round Pond),"T5 R11 WELS, T6 R11 WELS",Salvelinus namaycush,Lake trout
2710,Telos Lake (Round Pond),"T5 R11 WELS, T6 R11 WELS",Semotilus atromaculatus,Creek chub
2710,Telos Lake (Round Pond),"T5 R11 WELS, T6 R11 WELS",Semotilus corporalis,Fallfish
2712,Coffeelos (Coffalos) Pond,T6 R11 WELS,Couesius plumbeus,Lake chub
2712,Coffeelos (Coffalos) Pond,T6 R11 WELS,Fundulus diaphanus,Banded killifish
2712,Coffeelos (Coffalos) Pond,T6 R11 WELS,Margariscus margarita,Pearl dace
2712,Coffeelos (Coffalos) Pond,T6 R11 WELS,Notemigonus crysoleucas,Golden shiner
2712,Coffeelos (Coffalos) Pond,T6 R11 WELS,Phoxinus eos,Northern redbelly dace
2712,Coffeelos (Coffalos) Pond,T6 R11 WELS,Phoxinus neogaeus,Finescale dace
2712,Coffeelos (Coffalos) Pond,T6 R11 WELS,Pimephales promelas,Fathead minnow
2712,Coffeelos (Coffalos) Pond,T6 R11 WELS,Salvelinus fontinalis,Brook trout
2712,Coffeelos (Coffalos) Pond,T6 R11 WELS,Semotilus atromaculatus,Creek chub
2718,Webster Lake,"T6 R10 WELS, T6 R11 WELS",Ameiurus nebulosus,Brown bullhead
2718,Webster Lake,"T6 R10 WELS, T6 R11 WELS",Catostomus catostomus,Longnose sucker
2718,Webster Lake,"T6 R10 WELS, T6 R11 WELS",Catostomus commersoni,White sucker
2718,Webster Lake,"T6 R10 WELS, T6 R11 WELS",Coregonus clupeaformis,Lake whitefish
2718,Webster Lake,"T6 R10 WELS, T6 R11 WELS",Couesius plumbeus,Lake chub
2718,Webster Lake,"T6 R10 WELS, T6 R11 WELS",Lota lota,Cusk
2718,Webster Lake,"T6 R10 WELS, T6 R11 WELS",Luxilus cornutus,Common shiner
2718,Webster Lake,"T6 R10 WELS, T6 R11 WELS",Margariscus margarita,Pearl dace
2718,Webster Lake,"T6 R10 WELS, T6 R11 WELS",Osmerus mordax,Rainbow smelt
2718,Webster Lake,"T6 R10 WELS, T6 R11 WELS",Prosopium cylindraceum,Round whitefish
2718,Webster Lake,"T6 R10 WELS, T6 R11 WELS",Rhinichthys atratulus,Blacknose dace
2718,Webster Lake,"T6 R10 WELS, T6 R11 WELS",Salvelinus fontinalis,Brook trout
2718,Webster Lake,"T6 R10 WELS, T6 R11 WELS",Salvelinus namaycush,Lake trout
2718,Webster Lake,"T6 R10 WELS, T6 R11 WELS",Semotilus corporalis,Fallfish
2724,Hudson Pond,T6 R10 WELS,Ameiurus nebulosus,Brown bullhead
2724,Hudson Pond,T6 R10 WELS,Catostomus commersoni,White sucker
2724,Hudson Pond,T6 R10 WELS,Notemigonus crysoleucas,Golden shiner
2724,Hudson Pond,T6 R10 WELS,Salvelinus fontinalis,Brook trout
2724,Hudson Pond,T6 R10 WELS,Semotilus atromaculatus,Creek chub
2726,Thissell Pond,T5 R11 WELS,Osmerus mordax,Rainbow smelt
2726,Thissell Pond,T5 R11 WELS,Salvelinus fontinalis,Brook trout
2726,Thissell Pond,T5 R11 WELS,Salvelinus hybrid1,Splake
2726,Thissell Pond,T5 R11 WELS,Semotilus atromaculatus,Creek chub
2728,Little Nesowadnehunk (Sourdnahunk) Lake,T5 R11 WELS,Phoxinus eos,Northern redbelly dace
2728,Little Nesowadnehunk (Sourdnahunk) Lake,T5 R11 WELS,Salvelinus fontinalis,Brook trout
2730,Nesowadnehunk (Sourdnahunk) Lake,"Nesourdnahunk Twp, T4 R10 WELS, T4 R11 WELS, T5 R1",Cottus cognatus,Slimy sculpin
2730,Nesowadnehunk (Sourdnahunk) Lake,"Nesourdnahunk Twp, T4 R10 WELS, T4 R11 WELS, T5 R1",Margariscus margarita,Pearl dace
2730,Nesowadnehunk (Sourdnahunk) Lake,"Nesourdnahunk Twp, T4 R10 WELS, T4 R11 WELS, T5 R1",Notemigonus crysoleucas,Golden shiner
2730,Nesowadnehunk (Sourdnahunk) Lake,"Nesourdnahunk Twp, T4 R10 WELS, T4 R11 WELS, T5 R1",Salvelinus fontinalis,Brook trout
2732,Dwelley Pond,Nesourdnahunk Twp,Rhinichthys atratulus,Blacknose dace
2732,Dwelley Pond,Nesourdnahunk Twp,Salvelinus fontinalis,Brook trout
2732,Dwelley Pond,Nesourdnahunk Twp,Semotilus atromaculatus,Creek chub
2734,Center Pond,T4 R10 WELS,Salvelinus fontinalis,Brook trout
2740,Upper Island Pond,T10 R10 WELS,Margariscus margarita,Pearl dace
2740,Upper Island Pond,T10 R10 WELS,Perca flavescens,Yellow perch
2740,Upper Island Pond,T10 R10 WELS,Rhinichthys atratulus,Blacknose dace
2740,Upper Island Pond,T10 R10 WELS,Salvelinus fontinalis,Brook trout
2740,Upper Island Pond,T10 R10 WELS,Semotilus atromaculatus,Creek chub
2744,Little Ragged Pond,T9 R10 WELS,Margariscus margarita,Pearl dace
2744,Little Ragged Pond,T9 R10 WELS,Salvelinus fontinalis,Brook trout
2744,Little Ragged Pond,T9 R10 WELS,Semotilus atromaculatus,Creek chub
2746,Ragged Pond,T9 R10 WELS,Gasterosteus aculeatus,Threespine stickleback
2746,Ragged Pond,T9 R10 WELS,Margariscus margarita,Pearl dace
2746,Ragged Pond,T9 R10 WELS,Phoxinus eos,Northern redbelly dace
2746,Ragged Pond,T9 R10 WELS,Salvelinus fontinalis,Brook trout
2748,Sewall Deadwater Pond,T9 R10 WELS,Catostomus commersoni,White sucker
2748,Sewall Deadwater Pond,T9 R10 WELS,Couesius plumbeus,Lake chub
2748,Sewall Deadwater Pond,T9 R10 WELS,Luxilus cornutus,Common shiner
2748,Sewall Deadwater Pond,T9 R10 WELS,Rhinichthys atratulus,Blacknose dace
2748,Sewall Deadwater Pond,T9 R10 WELS,Salvelinus fontinalis,Brook trout
2748,Sewall Deadwater Pond,T9 R10 WELS,Semotilus corporalis,Fallfish
2752,Chase Lake,T9 R10 WELS,Ameiurus nebulosus,Brown bullhead
2752,Chase Lake,T9 R10 WELS,Anguilla rostrata,American eel
2752,Chase Lake,T9 R10 WELS,Catostomus commersoni,White sucker
2752,Chase Lake,T9 R10 WELS,Cottus cognatus,Slimy sculpin
2752,Chase Lake,T9 R10 WELS,Couesius plumbeus,Lake chub
2752,Chase Lake,T9 R10 WELS,Fundulus diaphanus,Banded killifish
2752,Chase Lake,T9 R10 WELS,Gasterosteus aculeatus,Threespine stickleback
2752,Chase Lake,T9 R10 WELS,Lota lota,Cusk
2752,Chase Lake,T9 R10 WELS,Osmerus mordax,Rainbow smelt
2752,Chase Lake,T9 R10 WELS,Perca flavescens,Yellow perch
2752,Chase Lake,T9 R10 WELS,Phoxinus eos,Northern redbelly dace
2752,Chase Lake,T9 R10 WELS,Rhinichthys atratulus,Blacknose dace
2752,Chase Lake,T9 R10 WELS,Salmo salar sebago,Landlocked salmon
2752,Chase Lake,T9 R10 WELS,Salvelinus fontinalis,Brook trout
2752,Chase Lake,T9 R10 WELS,Semotilus atromaculatus,Creek chub
2752,Chase Lake,T9 R10 WELS,Semotilus corporalis,Fallfish
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Ameiurus nebulosus,Brown bullhead
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Catostomus catostomus,Longnose sucker
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Catostomus commersoni,White sucker
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Coregonus clupeaformis,Lake whitefish
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Cottus cognatus,Slimy sculpin
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Couesius plumbeus,Lake chub
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Fundulus diaphanus,Banded killifish
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Gasterosteus aculeatus,Threespine stickleback
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Lota lota,Cusk
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Luxilus cornutus,Common shiner
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Phoxinus eos,Northern redbelly dace
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Pimephales promelas,Fathead minnow
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Prosopium cylindraceum,Round whitefish
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Rhinichthys atratulus,Blacknose dace
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Salvelinus fontinalis,Brook trout
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Salvelinus namaycush,Lake trout
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Semotilus atromaculatus,Creek chub
2756,Big Pleasant Lake,"T9 R11 WELS, T10 R11 WELS",Semotilus corporalis,Fallfish
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Ameiurus nebulosus,Brown bullhead
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Anguilla rostrata,American eel
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Catostomus catostomus,Longnose sucker
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Catostomus commersoni,White sucker
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Coregonus clupeaformis,Lake whitefish
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Cottus cognatus,Slimy sculpin
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Couesius plumbeus,Lake chub
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Fundulus diaphanus,Banded killifish
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Gasterosteus aculeatus,Threespine stickleback
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Lota lota,Cusk
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Luxilus cornutus,Common shiner
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Margariscus margarita,Pearl dace
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Notemigonus crysoleucas,Golden shiner
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Osmerus mordax,Rainbow smelt
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Phoxinus eos,Northern redbelly dace
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Pimephales promelas,Fathead minnow
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Prosopium cylindraceum,Round whitefish
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Rhinichthys atratulus,Blacknose dace
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Salvelinus fontinalis,Brook trout
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Salvelinus namaycush,Lake trout
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Semotilus atromaculatus,Creek chub
2758,Spider Lake,"T9 R11 WELS, T9 R12 WELS",Semotilus corporalis,Fallfish
2762,Upper Portage Pond,T9 R11 WELS,Ameiurus nebulosus,Brown bullhead
2762,Upper Portage Pond,T9 R11 WELS,Catostomus commersoni,White sucker
2762,Upper Portage Pond,T9 R11 WELS,Couesius plumbeus,Lake chub
2762,Upper Portage Pond,T9 R11 WELS,Gasterosteus aculeatus,Threespine stickleback
2762,Upper Portage Pond,T9 R11 WELS,Luxilus cornutus,Common shiner
2762,Upper Portage Pond,T9 R11 WELS,Margariscus margarita,Pearl dace
2762,Upper Portage Pond,T9 R11 WELS,Phoxinus eos,Northern redbelly dace
2762,Upper Portage Pond,T9 R11 WELS,Rhinichthys atratulus,Blacknose dace
2762,Upper Portage Pond,T9 R11 WELS,Salvelinus fontinalis,Brook trout
2762,Upper Portage Pond,T9 R11 WELS,Semotilus atromaculatus,Creek chub
2764,Leadbetter Pond,T9 R11 WELS,Catostomus commersoni,White sucker
2764,Leadbetter Pond,T9 R11 WELS,Notropis heterolepis,Blacknose shiner
2764,Leadbetter Pond,T9 R11 WELS,Phoxinus eos,Northern redbelly dace
2764,Leadbetter Pond,T9 R11 WELS,Phoxinus neogaeus,Finescale dace
2764,Leadbetter Pond,T9 R11 WELS,Pimephales promelas,Fathead minnow
2764,Leadbetter Pond,T9 R11 WELS,Rhinichthys atratulus,Blacknose dace
2764,Leadbetter Pond,T9 R11 WELS,Salvelinus fontinalis,Brook trout
2764,Leadbetter Pond,T9 R11 WELS,Semotilus atromaculatus,Creek chub
2766,Echo Lake,T9 R11 WELS,Anguilla rostrata,American eel
2766,Echo Lake,T9 R11 WELS,Catostomus commersoni,White sucker
2766,Echo Lake,T9 R11 WELS,Coregonus clupeaformis,Lake whitefish
2766,Echo Lake,T9 R11 WELS,Couesius plumbeus,Lake chub
2766,Echo Lake,T9 R11 WELS,Lepomis gibbosus,Pumpkinseed
2766,Echo Lake,T9 R11 WELS,Luxilus cornutus,Common shiner
2766,Echo Lake,T9 R11 WELS,Margariscus margarita,Pearl dace
2766,Echo Lake,T9 R11 WELS,Perca flavescens,Yellow perch
2766,Echo Lake,T9 R11 WELS,Phoxinus eos,Northern redbelly dace
2766,Echo Lake,T9 R11 WELS,Rhinichthys atratulus,Blacknose dace
2766,Echo Lake,T9 R11 WELS,Salvelinus fontinalis,Brook trout
2766,Echo Lake,T9 R11 WELS,Salvelinus namaycush,Lake trout
2766,Echo Lake,T9 R11 WELS,Semotilus atromaculatus,Creek chub
2766,Echo Lake,T9 R11 WELS,Semotilus corporalis,Fallfish
2768,First Currier Pond,T9 R11 WELS,Salvelinus fontinalis,Brook trout
2772,Fourth Currier Pond,T9 R11 WELS,Phoxinus eos,Northern redbelly dace
2772,Fourth Currier Pond,T9 R11 WELS,Salvelinus fontinalis,Brook trout
2774,Second Currier Pond,T9 R11 WELS,Margariscus margarita,Pearl dace
2774,Second Currier Pond,T9 R11 WELS,Salvelinus fontinalis,Brook trout
2776,Third Currier Pond,T9 R11 WELS,Phoxinus eos,Northern redbelly dace
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Ameiurus nebulosus,Brown bullhead
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Catostomus catostomus,Longnose sucker
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Catostomus commersoni,White sucker
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Coregonus clupeaformis,Lake whitefish
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Cottus cognatus,Slimy sculpin
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Couesius plumbeus,Lake chub
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Fundulus diaphanus,Banded killifish
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Gasterosteus aculeatus,Threespine stickleback
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Lota lota,Cusk
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Luxilus cornutus,Common shiner
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Notemigonus crysoleucas,Golden shiner
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Notropis heterolepis,Blacknose shiner
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Phoxinus eos,Northern redbelly dace
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Pimephales promelas,Fathead minnow
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Prosopium cylindraceum,Round whitefish
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Rhinichthys atratulus,Blacknose dace
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Salvelinus fontinalis,Brook trout
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Salvelinus namaycush,Lake trout
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Semotilus atromaculatus,Creek chub
2780,Cliff Lake,"Soper Mountain Twp, T9 R12 WELS",Semotilus corporalis,Fallfish
2782,Soper Pond,Soper Mountain Twp,Catostomus commersoni,White sucker
2782,Soper Pond,Soper Mountain Twp,Gasterosteus aculeatus,Threespine stickleback
2782,Soper Pond,Soper Mountain Twp,Luxilus cornutus,Common shiner
2782,Soper Pond,Soper Mountain Twp,Phoxinus eos,Northern redbelly dace
2782,Soper Pond,Soper Mountain Twp,Rhinichthys atratulus,Blacknose dace
2782,Soper Pond,Soper Mountain Twp,Salvelinus fontinalis,Brook trout
2782,Soper Pond,Soper Mountain Twp,Semotilus atromaculatus,Creek chub
2784,Upper Soper Pond,T8 R11 WELS,Catostomus commersoni,White sucker
2784,Upper Soper Pond,T8 R11 WELS,Couesius plumbeus,Lake chub
2784,Upper Soper Pond,T8 R11 WELS,Gasterosteus aculeatus,Threespine stickleback
2784,Upper Soper Pond,T8 R11 WELS,Luxilus cornutus,Common shiner
2784,Upper Soper Pond,T8 R11 WELS,Notropis heterolepis,Blacknose shiner
2784,Upper Soper Pond,T8 R11 WELS,Phoxinus eos,Northern redbelly dace
2784,Upper Soper Pond,T8 R11 WELS,Rhinichthys atratulus,Blacknose dace
2784,Upper Soper Pond,T8 R11 WELS,Salvelinus fontinalis,Brook trout
2784,Upper Soper Pond,T8 R11 WELS,Semotilus atromaculatus,Creek chub
2786,Pillsbury Pond,T8 R11 WELS,Catostomus commersoni,White sucker
2786,Pillsbury Pond,T8 R11 WELS,Gasterosteus aculeatus,Threespine stickleback
2786,Pillsbury Pond,T8 R11 WELS,Luxilus cornutus,Common shiner
2786,Pillsbury Pond,T8 R11 WELS,Notropis heterolepis,Blacknose shiner
2786,Pillsbury Pond,T8 R11 WELS,Phoxinus neogaeus,Finescale dace
2786,Pillsbury Pond,T8 R11 WELS,Rhinichthys atratulus,Blacknose dace
2786,Pillsbury Pond,T8 R11 WELS,Salvelinus fontinalis,Brook trout
2786,Pillsbury Pond,T8 R11 WELS,Semotilus atromaculatus,Creek chub
2794,Bluffer Pond,T8 R11 WELS,Couesius plumbeus,Lake chub
2794,Bluffer Pond,T8 R11 WELS,Luxilus cornutus,Common shiner
2794,Bluffer Pond,T8 R11 WELS,Phoxinus eos,Northern redbelly dace
2794,Bluffer Pond,T8 R11 WELS,Salvelinus fontinalis,Brook trout
2794,Bluffer Pond,T8 R11 WELS,Semotilus atromaculatus,Creek chub
2796,Little Bluffer Pond,T8 R11 WELS,Margariscus margarita,Pearl dace
2796,Little Bluffer Pond,T8 R11 WELS,Phoxinus eos,Northern redbelly dace
2796,Little Bluffer Pond,T8 R11 WELS,Phoxinus neogaeus,Finescale dace
2796,Little Bluffer Pond,T8 R11 WELS,Salvelinus fontinalis,Brook trout
2796,Little Bluffer Pond,T8 R11 WELS,Semotilus atromaculatus,Creek chub
2798,Upper Bluffer Pond,T8 R11 WELS,Phoxinus eos,Northern redbelly dace
2798,Upper Bluffer Pond,T8 R11 WELS,Salvelinus fontinalis,Brook trout
2800,Little Pillsbury Pond,T8 R11 WELS,Catostomus commersoni,White sucker
2800,Little Pillsbury Pond,T8 R11 WELS,Margariscus margarita,Pearl dace
2800,Little Pillsbury Pond,T8 R11 WELS,Notropis heterolepis,Blacknose shiner
2800,Little Pillsbury Pond,T8 R11 WELS,Phoxinus eos,Northern redbelly dace
2800,Little Pillsbury Pond,T8 R11 WELS,Phoxinus neogaeus,Finescale dace
2800,Little Pillsbury Pond,T8 R11 WELS,Pimephales promelas,Fathead minnow
2800,Little Pillsbury Pond,T8 R11 WELS,Salvelinus fontinalis,Brook trout
2800,Little Pillsbury Pond,T8 R11 WELS,Semotilus atromaculatus,Creek chub
2802,Pretty Pond,T8 R11 WELS,Lepomis gibbosus,Pumpkinseed
2802,Pretty Pond,T8 R11 WELS,Perca flavescens,Yellow perch
2802,Pretty Pond,T8 R11 WELS,Phoxinus eos,Northern redbelly dace
2802,Pretty Pond,T8 R11 WELS,Rhinichthys atratulus,Blacknose dace
2802,Pretty Pond,T8 R11 WELS,Salvelinus fontinalis,Brook trout
2802,Pretty Pond,T8 R11 WELS,Semotilus atromaculatus,Creek chub
2805,unnamed pond,Saco,Ameiurus nebulosus,Brown bullhead
2805,unnamed pond,Saco,Anguilla rostrata,American eel
2805,unnamed pond,Saco,Catostomus commersoni,White sucker
2805,unnamed pond,Saco,Cyprinidae,Minnows-carps
2805,unnamed pond,Saco,Margariscus margarita,Pearl dace
2805,unnamed pond,Saco,Salvelinus fontinalis,Brook trout
2808,Little Indian Pond,T7 R12 WELS,Ameiurus nebulosus,Brown bullhead
2808,Little Indian Pond,T7 R12 WELS,Catostomus commersoni,White sucker
2808,Little Indian Pond,T7 R12 WELS,Luxilus cornutus,Common shiner
2808,Little Indian Pond,T7 R12 WELS,Margariscus margarita,Pearl dace
2808,Little Indian Pond,T7 R12 WELS,Phoxinus eos,Northern redbelly dace
2808,Little Indian Pond,T7 R12 WELS,Phoxinus neogaeus,Finescale dace
2808,Little Indian Pond,T7 R12 WELS,Pimephales promelas,Fathead minnow
2808,Little Indian Pond,T7 R12 WELS,Salvelinus fontinalis,Brook trout
2808,Little Indian Pond,T7 R12 WELS,Semotilus atromaculatus,Creek chub
2808,Little Indian Pond,T7 R12 WELS,Semotilus corporalis,Fallfish
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Ameiurus nebulosus,Brown bullhead
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Catostomus commersoni,White sucker
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Coregonus clupeaformis,Lake whitefish
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Cottus cognatus,Slimy sculpin
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Couesius plumbeus,Lake chub
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Gasterosteus aculeatus,Threespine stickleback
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Lota lota,Cusk
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Luxilus cornutus,Common shiner
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Margariscus margarita,Pearl dace
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Notropis heterolepis,Blacknose shiner
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Phoxinus eos,Northern redbelly dace
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Pimephales promelas,Fathead minnow
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Rhinichthys atratulus,Blacknose dace
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Salvelinus fontinalis,Brook trout
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Salvelinus namaycush,Lake trout
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Semotilus atromaculatus,Creek chub
2814,Haymock Lake,"T7 R11 WELS, T8 R11 WELS",Semotilus corporalis,Fallfish
2818,Stink Pond / Snake Bog,T7 R11 WELS,Catostomus commersoni,White sucker
2818,Stink Pond / Snake Bog,T7 R11 WELS,Couesius plumbeus,Lake chub
2818,Stink Pond / Snake Bog,T7 R11 WELS,Luxilus cornutus,Common shiner
2818,Stink Pond / Snake Bog,T7 R11 WELS,Margariscus margarita,Pearl dace
2818,Stink Pond / Snake Bog,T7 R11 WELS,Rhinichthys atratulus,Blacknose dace
2818,Stink Pond / Snake Bog,T7 R11 WELS,Salvelinus fontinalis,Brook trout
2818,Stink Pond / Snake Bog,T7 R11 WELS,Semotilus atromaculatus,Creek chub
2820,Fourth Lake,T7 R11 WELS,Ameiurus nebulosus,Brown bullhead
2820,Fourth Lake,T7 R11 WELS,Catostomus commersoni,White sucker
2820,Fourth Lake,T7 R11 WELS,Couesius plumbeus,Lake chub
2820,Fourth Lake,T7 R11 WELS,Luxilus cornutus,Common shiner
2820,Fourth Lake,T7 R11 WELS,Margariscus margarita,Pearl dace
2820,Fourth Lake,T7 R11 WELS,Phoxinus eos,Northern redbelly dace
2820,Fourth Lake,T7 R11 WELS,Rhinichthys atratulus,Blacknose dace
2820,Fourth Lake,T7 R11 WELS,Salvelinus fontinalis,Brook trout
2820,Fourth Lake,T7 R11 WELS,Semotilus atromaculatus,Creek chub
2822,East Branch Pond,T7 R11 WELS,Catostomus commersoni,White sucker
2822,East Branch Pond,T7 R11 WELS,Phoxinus eos,Northern redbelly dace
2822,East Branch Pond,T7 R11 WELS,Phoxinus neogaeus,Finescale dace
2822,East Branch Pond,T7 R11 WELS,Pimephales promelas,Fathead minnow
2822,East Branch Pond,T7 R11 WELS,Rhinichthys atratulus,Blacknose dace
2822,East Branch Pond,T7 R11 WELS,Salvelinus fontinalis,Brook trout
2822,East Branch Pond,T7 R11 WELS,Semotilus atromaculatus,Creek chub
2824,Hay Pond,T7 R11 WELS,Catostomus commersoni,White sucker
2824,Hay Pond,T7 R11 WELS,Lepomis gibbosus,Pumpkinseed
2824,Hay Pond,T7 R11 WELS,Luxilus cornutus,Common shiner
2824,Hay Pond,T7 R11 WELS,Notropis heterolepis,Blacknose shiner
2824,Hay Pond,T7 R11 WELS,Perca flavescens,Yellow perch
2824,Hay Pond,T7 R11 WELS,Phoxinus eos,Northern redbelly dace
2824,Hay Pond,T7 R11 WELS,Rhinichthys atratulus,Blacknose dace
2824,Hay Pond,T7 R11 WELS,Salvelinus fontinalis,Brook trout
2824,Hay Pond,T7 R11 WELS,Semotilus atromaculatus,Creek chub
2832,Spring Pond,T7 R10 WELS,Couesius plumbeus,Lake chub
2832,Spring Pond,T7 R10 WELS,Margariscus margarita,Pearl dace
2832,Spring Pond,T7 R10 WELS,Notropis heterolepis,Blacknose shiner
2832,Spring Pond,T7 R10 WELS,Phoxinus eos,Northern redbelly dace
2832,Spring Pond,T7 R10 WELS,Phoxinus neogaeus,Finescale dace
2832,Spring Pond,T7 R10 WELS,Salvelinus fontinalis,Brook trout
2834,Chandler Pond,"T7 R10 WELS, T8 R10 WELS",Anguilla rostrata,American eel
2834,Chandler Pond,"T7 R10 WELS, T8 R10 WELS",Catostomus commersoni,White sucker
2834,Chandler Pond,"T7 R10 WELS, T8 R10 WELS",Couesius plumbeus,Lake chub
2834,Chandler Pond,"T7 R10 WELS, T8 R10 WELS",Fundulus diaphanus,Banded killifish
2834,Chandler Pond,"T7 R10 WELS, T8 R10 WELS",Gasterosteus aculeatus,Threespine stickleback
2834,Chandler Pond,"T7 R10 WELS, T8 R10 WELS",Lepomis gibbosus,Pumpkinseed
2834,Chandler Pond,"T7 R10 WELS, T8 R10 WELS",Luxilus cornutus,Common shiner
2834,Chandler Pond,"T7 R10 WELS, T8 R10 WELS",Notropis heterolepis,Blacknose shiner
2834,Chandler Pond,"T7 R10 WELS, T8 R10 WELS",Perca flavescens,Yellow perch
2834,Chandler Pond,"T7 R10 WELS, T8 R10 WELS",Phoxinus eos,Northern redbelly dace
